0,0.0,0.0,-6.1
1,0.0,0.0,-6.0
2,0.0,0.0,-5.9
3,0.0,0.0,-5.8
4,0.0,0.0,-5.7
5,0.0,0.0,-5.6
6,0.0,0.0,-5.5
7,0.0,0.0,-5.4
8,0.0,0.0,-5.3
9,0.0,0.0,-5.2
10,0.0,0.0,-5.1
11,0.0,0.0,-5.0
12,0.0,0.0,-4.9
13,0.0,0.0,-4.8
14,0.0,0.0,-4.7
15,0.0,0.0,-4.6
16,0.0,0.0,-4.5
17,0.0,0.0,-4.4
18,0.0,0.0,-4.3
19,0.0,0.0,-4.2
20,0.0,0.0,-4.1
21,0.0,0.0,-4.0
22,0.0,0.0,-3.9
23,0.0,0.0,-3.8
24,0.0,0.0,-3.7
25,0.0,0.0,-3.6
26,0.0,0.0,-3.5
27,0.0,0.0,-3.4
28,0.0,0.0,-3.3
29,0.0,0.0,-3.2
30,0.0,0.0,-3.1
31,0.0,0.0,-3.0
32,0.0,0.0,-2.9
33,0.0,0.0,-2.8
34,0.0,0.0,-2.7
35,0.0,0.0,-2.6
36,0.0,0.0,-2.5
37,0.0,0.0,-2.4
38,0.0,0.0,-2.3
39,0.0,0.0,-2.2
40,0.0,0.0,-2.1
41,0.0,0.0,-2.0
42,0.0,0.0,-1.9
43,0.0,0.0,-1.8
44,0.0,0.0,-1.7
45,0.0,0.0,-1.6
46,0.0,0.0,-1.5
47,0.0,0.0,-1.4
48,0.0,0.0,-1.3
49,0.0,0.0,-1.2
50,0.0,0.0,-1.1
51,0.0,0.0,-1.0
52,0.0,0.0,-0.9
53,0.0,0.0,-0.8
54,0.0,0.0,-0.7
55,0.0,0.0,-0.6
56,0.0,0.0,-0.5
57,0.0,0.0,-0.4
58,0.0,0.0,-0.3
59,0.0,0.0,-0.2
60,0.0,0.0,-0.1
61,0.0,0.0,0.0
62,0.0,0.0,0.1
63,0.0,0.0,0.2
64,0.0,0.0,0.3
65,0.0,0.0,0.4
66,0.5735576456136583,0.43921027644634897,0.5
67,0.5115237464303847,0.4119888874557032,0.6
68,0.45731594681969745,0.38575676292813765,0.7
69,0.4113652900841215,0.3616023506118669,0.8
